key,road_class,n_roads,max_lanes,maxspeed
35.20513,129.07884,primary,37,10,
35.20771,129.06977,trunk,17,,80
35.19536,129.10835,secondary,18,,
35.13492,129.09193,secondary,16,3,
35.13714,129.09994,secondary,15,5,
35.13669,129.06808,trunk,28,2,60
35.21267,129.0377,trunk,18,,80
35.21121,129.01073,primary,21,,30
35.23445,129.01383,trunk,16,6,50
35.16255,129.13456,trunk,7,2,80
35.16703,129.12913,trunk,23,9,50
35.16873,129.13897,trunk,40,2,70
35.10595,128.96847,primary,28,6,
35.08475,128.98223,trunk,10,5,
35.09994,128.99324,primary,8,6,
35.23919,129.0926,trunk,12,,
35.21484,129.10719,secondary,13,,
35.23099,129.08657,tertiary,13,,30
35.08885,128.90363,secondary,15,2,
35.08838,128.88251,secondary,7,8,
35.11151,128.93218,primary,11,,70
35.18586,129.08166,secondary,23,6,60
35.18165,129.07831,secondary,25,3,60
35.19189,129.08947,secondary,11,,
35.16716,129.11523,secondary,29,,50
35.1357,129.11112,trunk,18,4,60
35.16176,129.11408,secondary,26,3,
35.16188,128.98474,secondary,16,7,
35.14934,128.98954,trunk,11,2,70
35.15056,129.00599,secondary,11,,
35.24218,129.21668,tertiary,16,1,
35.25081,129.21709,primary,20,4,
35.24493,129.21678,tertiary,18,2,
35.86675,128.59992,secondary,10,,
35.86438,128.59821,secondary,14,8,
35.86841,128.59817,residential,10,,
35.88095,128.61413,secondary,13,,
35.88541,128.63302,primary,19,,
35.87641,128.62613,secondary,23,6,
35.85769,128.55749,primary,16,6,70
35.87204,128.57119,secondary,10,,
35.88393,128.5732,secondary,12,,
35.83998,128.57996,secondary,6,6,
35.84467,128.59836,tertiary,15,6,
35.83863,128.577,secondary,16,6,
35.89654,128.61612,primary,13,1,
35.88612,128.60201,secondary,13,3,
35.93382,128.54067,secondary,12,,
35.83961,128.62391,secondary,13,5,
35.85863,128.6358,secondary,21,10,
35.85871,128.64606,primary,19,5,
35.84926,128.53075,primary,7,4,60
35.84998,128.53728,primary,11,4,60
35.83744,128.55759,primary,17,8,60
35.85725,128.46496,primary,10,4,60
35.86011,128.46257,primary,14,4,60
35.69278,128.46088,tertiary,8,,
37.46634,126.63492,motorway,25,3,80
37.45797,126.63028,motorway,10,2,80
37.49298,126.47991,trunk,13,3,
37.47651,126.63329,motorway,28,3,80
37.47568,126.64467,primary,26,4,30
37.48247,126.65893,secondary,2,,
37.45764,126.68948,primary,10,,
37.46356,126.66932,primary,15,,
37.45825,126.68014,primary,9,,
37.39314,126.64756,secondary,15,6,70
37.41301,126.67744,secondary,12,,
37.42673,126.65718,secondary,13,,
37.44953,126.70768,secondary,14,8,
37.44987,126.70122,secondary,5,8,
37.46139,126.72026,primary,15,,
37.49111,126.72317,secondary,26,8,60
37.48856,126.72953,secondary,11,7,50
37.49076,126.72973,secondary,27,7,50
37.52438,126.72219,motorway,12,3,
37.54301,126.72855,secondary,13,8,
37.53045,126.72255,secondary,19,2,
37.5935,126.67288,secondary,16,10,60
37.60188,126.65774,secondary,16,6,60
37.52448,126.67639,trunk,11,8,60
37.74657,126.48532,secondary,14,,
37.63717,126.49352,primary,21,,
37.74414,126.48743,secondary,14,2,
37.25674,126.49579,tertiary,12,2,
35.14936,126.92216,tertiary,13,,
35.14501,126.91733,tertiary,18,,
35.14999,126.91542,secondary,12,,
35.15269,126.8541,tertiary,11,4,60
35.16113,126.88347,primary,18,8,70
35.15049,126.85564,primary,18,4,60
35.13317,126.90136,primary,41,4,60
35.1332,126.91002,primary,20,4,60
35.13482,126.91702,primary,18,4,60
35.17662,126.87912,primary,20,4,60
35.17411,126.91275,secondary,41,2,30
35.18707,126.8996,secondary,18,6,
35.19014,126.82971,secondary,16,6,50
35.19015,126.83794,secondary,17,6,50
35.17927,126.81767,secondary,21,6,60
36.35139,127.4415,secondary,28,6,70
36.33097,127.43267,primary,34,4,70
36.3332,127.43885,secondary,31,6,70
36.32227,127.41244,primary,10,8,60
36.33363,127.39864,primary,16,4,70
36.32628,127.42715,secondary,14,4,
36.34951,127.37739,primary,20,4,70
36.35222,127.36998,primary,25,4,70
36.34079,127.38857,primary,17,4,70
36.35386,127.34051,primary,22,10,70
36.35631,127.33135,primary,25,4,
36.29957,127.32264,primary,24,5,
36.35652,127.40517,trunk,22,3,70
36.35828,127.41444,primary,14,4,70
36.35595,127.445,secondary,17,4,
35.56833,129.34351,secondary,18,,60
35.57859,129.34222,primary,18,,80
35.5603,129.34594,secondary,14,,
35.53197,129.30757,primary,40,,60
35.54855,129.30806,primary,27,5,60
35.53749,129.32897,secondary,23,,60
35.4967,129.4277,secondary,12,,
35.50046,129.42868,secondary,10,,
35.48735,129.42103,secondary,8,,
35.60283,129.3544,secondary,11,2,70
35.62586,129.35255,tertiary,13,,
35.56136,129.36152,secondary,7,,70
35.42906,129.30764,tertiary,19,,
35.55745,129.25482,primary,15,,
35.56211,129.12691,motorway,21,3,100
36.49094,127.25649,tertiary,17,4,50
36.48608,127.30123,tertiary,12,,50
36.50833,127.26158,tertiary,13,2,50
37.26348,127.03253,tertiary,12,8,60
37.24966,127.01871,primary,14,,
37.26813,127.02723,primary,19,,
37.43261,127.12902,primary,18,,80
37.42977,127.12941,primary,15,,80
37.43952,127.12783,primary,23,5,
37.73736,127.04284,tertiary,34,4,
37.73833,127.0478,secondary,32,4,50
37.74092,127.04715,secondary,24,4,50
37.38051,126.96055,motorway,18,4,100
37.37007,126.95795,primary,21,,
37.39845,126.93454,primary,13,7,
37.48653,126.7769,primary,19,8,
37.50359,126.76299,tertiary,14,4,50
37.50259,126.77084,residential,8,,
37.47915,126.85443,secondary,16,,
37.46172,126.88028,secondary,22,,50
37.4753,126.86613,secondary,10,,
37.03873,127.04788,tertiary,21,,
37.06525,127.06306,primary,18,4,70
37.06687,127.05879,secondary,18,,
37.89926,127.05767,secondary,5,4,
37.89892,127.06116,secondary,13,,
37.88837,127.0568,secondary,7,4,
37.31495,126.84505,secondary,14,,
37.3172,126.82111,primary,10,4,60
37.32858,126.78808,primary,18,2,
37.65478,126.77605,primary,16,4,60
37.65638,126.77402,primary,8,4,60
37.64238,126.78863,primary,18,6,60
37.45968,127.03283,trunk,12,3,50
37.42758,126.99135,tertiary,7,,
37.41118,126.98048,motorway,9,3,100
37.60077,127.14119,primary,24,6,
37.58916,127.15651,motorway,8,5,80
37.59708,127.13672,tertiary,22,,
37.6548,127.24496,tertiary,10,,30
37.65207,127.29964,tertiary,5,,80
37.65703,127.30271,tertiary,10,,
37.14376,127.07352,primary,17,2,
37.14859,127.07362,primary,14,4,50
37.14941,127.06225,primary,22,6,
37.43889,126.78652,primary,21,,
37.36792,126.73424,primary,10,4,
37.34461,126.74791,tertiary,17,2,
37.35729,126.93142,tertiary,14,,
37.35891,126.93436,tertiary,15,,
37.37213,126.94288,tertiary,22,8,
37.35747,126.96653,primary,11,1,
37.3493,126.97321,primary,13,,
37.34728,126.98442,trunk,8,,90
37.56609,127.19065,secondary,40,,
37.53775,127.20455,tertiary,22,2,40
37.56065,127.19383,secondary,18,,
37.32272,127.09651,secondary,15,,
37.32398,127.10305,motorway,34,4,110
37.23586,127.18925,primary,6,6,50
37.75753,126.77362,tertiary,20,,
37.73491,126.75887,primary,9,,
37.71271,126.76046,primary,11,3,
37.28062,127.44699,secondary,22,,
37.278,127.44683,secondary,19,,
37.28413,127.44719,secondary,21,,
37.00681,127.26653,secondary,14,,
37.00357,127.26835,secondary,21,,60
36.99487,127.14164,primary,11,6,80
37.60021,126.77212,primary,14,2,70
37.64527,126.62586,tertiary,8,6,
37.64378,126.66901,tertiary,13,6,
37.21344,127.04112,primary,15,,
37.20767,127.0351,primary,20,2,40
37.20686,127.07494,primary,29,4,60
37.40747,127.26101,tertiary,16,6,70
37.40972,127.25928,tertiary,11,2,
37.4133,127.26029,secondary,17,6,
37.81865,127.09455,secondary,6,4,
37.82196,127.04914,secondary,13,,
37.79301,127.07576,trunk,13,6,80
37.80521,127.13149,primary,10,6,60
37.8368,127.15509,primary,11,,
37.90038,127.20059,primary,12,,
37.28871,127.63523,tertiary,21,6,
37.2862,127.61908,trunk,15,2,80
37.30057,127.64989,secondary,7,4,50
38.02821,127.06561,primary,13,6,
38.02245,127.06585,secondary,6,,
38.02992,127.07091,tertiary,12,2,
37.83075,127.51322,primary,14,,
37.73554,127.41505,primary,15,4,
37.81668,127.50719,primary,27,1,
37.48962,127.49383,tertiary,32,,
37.48773,127.49199,secondary,34,4,
37.49057,127.49775,tertiary,37,,
37.8736,127.71337,primary,7,6,
37.85516,127.74943,tertiary,10,,
37.87602,127.73148,tertiary,12,,50
37.34752,127.93314,tertiary,22,4,
37.34756,127.95393,secondary,37,3,
37.34529,127.92904,tertiary,29,4,60
37.7627,128.90056,tertiary,28,6,50
37.7556,128.89954,primary,20,4,30
37.75893,128.89587,tertiary,25,4,60
37.4803,129.11282,primary,20,4,
37.49532,129.11074,primary,12,4,
37.54906,129.10884,tertiary,22,4,
37.15911,128.98991,primary,9,,60
37.17384,128.99374,primary,19,,60
37.12382,129.00381,primary,4,,60
38.19712,128.57619,primary,7,4,
38.21041,128.59358,secondary,25,4,20
38.19169,128.57908,primary,15,4,
37.43921,129.16859,tertiary,11,,
37.45604,129.1681,primary,22,,
37.44059,129.16426,tertiary,12,,
37.67541,127.85517,trunk,3,,70
37.70774,128.18745,tertiary,3,,
37.68066,127.86716,trunk,10,2,70
37.4873,127.98525,tertiary,18,,50
37.49078,127.98883,tertiary,27,,
37.48553,127.99057,tertiary,23,,50
37.18068,128.46255,primary,26,4,
37.18005,128.47544,primary,20,4,
37.18096,128.46584,primary,19,2,
37.63577,128.55757,primary,11,4,
37.36698,128.39553,primary,16,3,
37.36587,128.39271,primary,15,3,
37.22607,128.81493,secondary,15,,60
37.25393,128.7792,trunk,12,,80
37.21846,128.64312,trunk,12,2,80
38.20917,127.21727,primary,13,2,30
38.15784,127.31019,primary,11,4,
38.1842,127.30759,secondary,5,4,
38.10619,127.99023,tertiary,22,,
38.10141,127.98547,primary,11,,
38.06473,128.17529,trunk,5,,70
38.12112,128.20892,trunk,17,,80
37.91708,128.28731,service,9,,
38.25974,128.5557,primary,15,4,80
38.26711,128.55445,primary,10,4,
38.3872,128.46023,primary,12,4,60
38.07612,128.62414,tertiary,17,,40
38.06961,128.6248,primary,12,2,60
38.15015,128.60807,primary,9,4,70
36.63469,127.46021,secondary,25,4,50
36.62526,127.43077,secondary,22,7,30
36.64284,127.46249,tertiary,14,4,
36.98212,127.92832,tertiary,17,6,
36.98212,127.9176,tertiary,18,6,
36.98087,127.91297,secondary,13,4,
37.13541,128.21223,tertiary,8,4,
37.13115,128.19924,tertiary,10,,
37.1323,128.22142,primary,10,6,
36.48603,127.72159,tertiary,9,,
36.48287,127.72263,tertiary,6,,
36.45176,127.73343,primary,5,,
36.30193,127.56676,secondary,16,,
36.29225,127.56838,primary,11,4,
36.30015,127.57076,secondary,20,,
36.17515,127.7778,secondary,12,,
36.17349,127.77393,primary,24,3,
36.09872,127.68332,tertiary,10,,
36.78501,127.58272,secondary,18,2,
36.78323,127.57313,primary,16,4,
36.78795,127.58687,primary,12,4,
36.87096,127.46871,primary,7,,
36.98306,127.4343,trunk,6,2,80
36.85945,127.43715,primary,17,2,60
36.80808,127.79412,primary,16,,60
36.79737,127.78362,primary,8,3,80
36.80673,127.79333,primary,10,,60
36.9084,127.54227,secondary,8,6,
36.96622,127.48902,secondary,8,,
36.96843,127.48612,secondary,18,,
36.98201,128.36908,primary,17,4,50
36.97958,128.36795,primary,14,4,30
36.98458,128.36933,primary,15,4,50
36.81255,127.10778,secondary,10,4,80
36.79774,127.13056,secondary,31,4,80
36.83229,127.13569,living_street,6,2,40
36.47654,127.13881,residential,5,,
36.46319,127.14028,trunk,14,4,80
36.47184,127.13374,secondary,15,,
36.35034,126.59595,secondary,14,,
36.34573,126.5991,primary,15,3,60
36.34568,126.60178,primary,10,3,60
36.78105,127.0045,primary,27,6,60
36.77663,127.05407,trunk,20,3,60
36.78108,126.99987,primary,24,3,
36.76965,126.45242,primary,20,4,60
36.7768,126.46163,secondary,11,4,50
36.77696,126.45177,secondary,13,4,50
36.20453,127.08475,secondary,11,4,
36.20731,127.08246,secondary,16,1,
36.20235,127.08672,secondary,14,4,
36.28819,127.24509,residential,11,,50
36.90015,126.63264,primary,13,3,60
36.90209,126.68431,trunk,24,2,80
36.88472,126.63087,secondary,11,,
36.10945,127.49107,primary,14,2,
36.10248,127.49825,secondary,13,,
36.10266,127.49062,secondary,6,,
36.27594,126.91059,secondary,16,,
36.28379,126.9292,primary,12,4,
36.27591,126.9035,secondary,13,2,
36.07518,126.68744,tertiary,12,2,
36.08871,126.68272,primary,7,2,70
36.00811,126.68984,primary,3,,
36.41094,126.95123,primary,15,,
36.41321,126.94811,tertiary,21,,
36.4398,126.79532,primary,10,,
36.59947,126.6657,tertiary,20,,
36.60033,126.67094,tertiary,16,,
36.60267,126.67779,secondary,22,3,60
36.73875,126.8587,trunk,15,,80
36.70897,126.67315,primary,14,4,
36.68269,126.8265,trunk,14,2,80
36.75378,126.29702,tertiary,11,,
36.75322,126.32182,primary,13,2,80
36.75118,126.30227,tertiary,12,1,
35.81345,127.11268,secondary,13,4,
35.8145,127.10681,secondary,10,4,50
35.84407,127.12479,tertiary,17,3,
35.96222,126.69669,tertiary,20,,
35.97986,126.71959,primary,15,,
35.96475,126.71704,tertiary,16,,
35.95902,126.9768,tertiary,18,6,60
35.95912,126.98161,tertiary,9,6,60
35.93974,126.94722,tertiary,21,4,
35.57028,126.85265,primary,9,,
35.55702,126.86572,secondary,10,,
35.55962,126.86751,secondary,6,,
35.40646,127.37362,primary,15,1,
35.40096,127.3782,primary,13,,
35.40916,127.37656,primary,21,,
35.80092,126.8848,secondary,14,,
35.80232,126.8925,secondary,10,,
35.7996,126.88794,secondary,10,,60
35.91032,127.07264,secondary,13,,80
35.91138,127.07429,secondary,7,,80
35.91864,127.08531,secondary,6,,80
35.79122,127.42716,primary,18,2,
35.79193,127.43019,primary,13,2,
36.00978,127.67684,primary,8,2,
36.00712,127.66726,secondary,11,2,
35.61457,127.28051,secondary,9,2,
35.63143,127.2907,primary,7,4,
35.67443,127.27003,tertiary,18,,
35.3772,127.14104,secondary,15,,
35.37043,127.14094,tertiary,12,,
35.36924,127.13919,tertiary,17,,
35.33935,126.60088,secondary,4,,
35.72592,126.73626,secondary,26,,15
35.72616,126.73325,secondary,36,,
35.72303,126.73154,secondary,25,,
34.81186,126.39977,tertiary,18,,
34.81055,126.42377,tertiary,9,6,
34.80013,126.43081,tertiary,12,6,
34.76122,127.66296,tertiary,20,6,50
34.74008,127.73145,tertiary,29,4,50
34.74839,127.69953,tertiary,20,4,
34.95349,127.51892,secondary,23,,
34.94116,127.50726,secondary,16,,
34.95789,127.51944,secondary,16,,
35.02097,126.78497,secondary,7,,
35.0356,126.72023,secondary,19,4,
35.02209,126.78824,secondary,6,,
34.9383,127.69508,secondary,19,,
34.97068,127.58954,secondary,34,,
34.95101,127.69689,secondary,10,6,
35.31957,126.98121,primary,15,,
35.31487,126.98352,primary,29,3,80
35.30904,126.98206,primary,20,4,50
35.27137,127.13483,primary,11,2,
35.26321,127.12008,primary,15,,
35.27434,127.14584,trunk,12,,
35.21409,127.46719,secondary,10,,
35.20854,127.46454,secondary,22,2,
35.21596,127.46456,secondary,17,,
34.60728,127.28399,secondary,13,,
34.60824,127.28839,primary,17,1,
34.52588,127.14085,secondary,23,,
34.84466,127.34416,secondary,15,2,
34.84697,127.35091,secondary,23,2,
34.76775,127.08349,secondary,16,,
35.05546,126.97843,tertiary,21,,
34.99766,126.91619,secondary,14,,
35.05101,126.97231,trunk,16,,60
34.67947,126.90531,primary,15,2,50
34.56233,126.93884,secondary,11,2,
34.65738,126.88629,trunk,8,,60
34.69756,126.70851,motorway,14,2,100
34.71941,126.70936,trunk,7,,
34.45028,126.81694,tertiary,6,,
34.56984,126.59881,tertiary,19,,
34.57159,126.59948,tertiary,11,,
34.57076,126.60971,tertiary,6,,
34.74577,126.47915,primary,6,,
34.72767,126.55212,trunk,12,4,
34.72537,126.56894,secondary,14,2,
34.81266,126.46022,tertiary,11,4,
34.81079,126.46029,tertiary,8,4,
34.81426,126.47122,trunk,19,4,
35.0591,126.5218,primary,7,,
35.17932,126.6257,secondary,8,2,
35.0662,126.52553,primary,9,3,
35.36175,126.44387,secondary,16,4,
35.27775,126.50365,secondary,10,4,
35.27374,126.5046,residential,16,4,
35.29963,126.78162,tertiary,12,,
35.30137,126.7838,residential,12,,
35.26495,126.80568,primary,6,2,80
34.31865,126.74693,secondary,6,,
34.3135,126.75672,secondary,17,2,
34.31697,126.74847,secondary,5,,
34.47969,126.26377,tertiary,12,,
34.48145,126.25964,tertiary,10,,
34.82874,126.11427,primary,4,,
34.86502,126.31205,primary,16,1,
36.03257,129.36603,primary,23,4,50
36.00992,129.34806,primary,20,3,50
36.01762,129.36082,primary,10,4,50
35.84159,129.21692,primary,22,4,
35.86738,129.22383,tertiary,18,2,70
35.8381,129.20266,primary,18,6,
36.133,128.11781,tertiary,14,2,
36.12813,128.1182,secondary,16,2,
36.12428,128.11798,tertiary,28,,
36.56315,128.70274,tertiary,12,3,60
36.56293,128.73292,tertiary,8,4,60
36.56322,128.72078,tertiary,5,3,60
36.12639,128.33682,secondary,9,4,30
36.11741,128.35182,tertiary,14,6,50
36.1057,128.41971,secondary,23,4,60
36.81392,128.61886,primary,21,2,20
36.82537,128.62578,primary,13,,
36.82923,128.63496,primary,7,,
35.96026,128.93279,tertiary,10,,30
35.93103,128.87227,secondary,11,4,50
35.98269,128.92286,tertiary,2,2,
36.41545,128.15937,secondary,8,2,
36.41979,128.16269,tertiary,17,4,
36.41815,128.15109,primary,11,4,100
36.58647,128.19196,secondary,15,,50
36.60411,128.20522,tertiary,4,,30
36.59466,128.19908,tertiary,9,,50
35.83759,128.75389,secondary,14,,
35.83395,128.7411,secondary,7,,
35.83929,128.7574,secondary,18,,
36.35618,128.69415,secondary,11,6,
36.34922,128.69559,tertiary,7,6,
36.3517,128.6994,tertiary,6,2,
36.66556,129.11435,secondary,15,2,
36.65368,129.10946,primary,6,2,
36.66252,129.11318,secondary,19,2,
36.35108,129.37853,primary,11,4,
36.53881,129.40662,tertiary,18,,
36.38957,129.36963,primary,15,4,80
35.64362,128.74288,secondary,9,,
35.64751,128.73653,secondary,8,,
35.64088,128.61595,secondary,9,,
35.72914,128.27141,primary,16,,
35.72506,128.26753,primary,10,,
35.72901,128.27409,primary,12,,
35.91798,128.28676,primary,11,,
35.91324,128.28471,secondary,6,,
35.91772,128.29324,primary,13,,
35.97958,128.39868,primary,12,,
35.98778,128.39654,secondary,15,,
35.99603,128.39911,tertiary,13,,
36.57499,128.47279,primary,8,4,
36.57773,128.47286,primary,5,,
36.5061,128.30066,secondary,4,2,
36.89011,128.74053,secondary,17,,
36.88856,128.73187,secondary,7,,
36.70356,129.44292,primary,8,4,
35.22148,128.68398,residential,9,,
35.18035,128.55841,primary,25,2,70
35.15866,128.6989,primary,15,4,
35.1849,128.08808,residential,19,,
35.19397,128.08825,tertiary,27,,
35.15891,128.10773,trunk,25,2,
34.85733,128.42854,tertiary,16,4,40
34.85977,128.42764,tertiary,19,6,
34.84194,128.42032,tertiary,16,4,40
35.08005,128.08312,primary,7,,
35.07966,128.08653,secondary,10,,
35.08294,128.08604,tertiary,11,,
35.23433,128.86674,tertiary,8,,
35.26123,128.87196,secondary,12,,
35.23332,128.8816,secondary,8,,
35.46953,128.76272,primary,25,4,
35.48777,128.74851,primary,12,,
35.50108,128.74162,primary,16,,
34.89141,128.62282,primary,22,3,70
34.88703,128.62456,primary,17,,
34.89263,128.63063,primary,13,,
35.33524,129.02781,tertiary,12,4,
35.37352,129.15241,secondary,19,,
35.40638,129.16394,secondary,18,,
35.31677,128.26223,primary,12,,
35.46589,128.32452,tertiary,16,2,
35.31562,128.25852,primary,9,,
35.2753,128.40591,primary,6,4,
35.28071,128.40315,primary,16,4,
35.30625,128.5167,secondary,8,,
35.39256,128.48137,tertiary,7,,
35.4425,128.57305,primary,13,,
35.54261,128.4978,primary,7,,
34.97601,128.32607,residential,6,,
34.97432,128.32193,,0,,
34.97173,128.32766,secondary,2,,
34.84074,127.89398,tertiary,11,,
34.83328,127.89937,primary,12,,20
34.83501,127.89476,tertiary,13,,
34.99601,127.81144,primary,14,4,70
35.02616,127.90393,secondary,14,,
35.24621,127.64192,secondary,4,,
35.30323,127.97245,primary,22,,
35.41444,127.87546,tertiary,7,2,
35.41651,127.87737,tertiary,13,,
35.5208,127.73031,tertiary,23,,
35.52135,127.73358,primary,30,,20
35.51908,127.72269,secondary,39,2,
35.68755,127.91588,secondary,12,,
35.68018,127.91209,primary,15,2,
35.6848,127.91706,secondary,11,,
35.5669,128.16117,tertiary,13,,
35.568,128.16333,primary,13,,
35.43534,128.03353,secondary,4,,
33.48373,126.48487,tertiary,7,,
33.4857,126.49002,secondary,13,,
33.5053,126.4963,tertiary,34,,
33.25253,126.56116,secondary,24,,
33.24743,126.56198,secondary,17,2,
33.24846,126.56781,secondary,14,2,
